,ATS__c,Industry,numJobs,awards,contentCount,followers,freshContent,photos,starRating,clicks,monthOfSignupPageViews,timeOnSite,intDifficulty,intDuration,has_interviews,basePayAmount,subsidiary,employeesTotalNum,RespondedContacts,employerId,isWon
158,other,Business Services,28.0,0.0,38.0,86.0,6.0,0.0,2.9375,144.0,724.0,878,3.2,80.0,1,51934.0,0,750.0,1.0,xxoa0,False
159,CustomCrawl,"Restaurants, Bars & Food Services",18.0,,,,,,,,,1254,2.1,11.0,1,31922.0,0,10870.0,11.0,8NPz8,False
160,UNKNOWN,Business Services,0.0,0.0,38.0,40.0,8.0,0.0,2.8,,168.0,387,2.5,16.0,1,30163.0,0,15.0,,Gkfxx,False
161,MyStaffingPro,Health Care,52.0,2.0,72.0,68.0,30.0,40.0,3.2,41.0,564.0,51,2.4,13.0,1,51270.0,0,125.0,2.0,CAWQH,False
162,UNKNOWN,Information Technology,0.0,0.0,28.0,62.0,4.0,18.0,2.1,,513.0,238,3.5,13.0,1,22903.0,0,100.0,2.0,wtge4,False
163,other,Manufacturing,28.0,0.0,342.0,2650.0,24.0,2.0,1.87755102041,2963.0,10201.0,516,2.5,64.0,1,81404.0,0,3000.0,5.0,uSHrm,False
164,greenhouse,Retail,17.0,0.0,28.0,50.0,0.0,8.0,4.61538461538,,369.0,173,3.0,14.0,1,45450.0,0,125.0,3.0,N3Zlz,False
165,CustomCrawl,Accounting & Legal,8.0,0.0,46.0,60.0,20.0,0.0,3.18181818182,36.0,459.0,344,3.0,8.0,1,39492.0,0,40.0,,kj0v5,False
166,CustomCrawl,Education,38.0,0.0,30.0,98.0,6.0,0.0,4.5,294.0,1978.0,0,2.8,21.0,1,0.0,0,180.0,1.0,uE4lD,False
167,UNKNOWN,Finance,0.0,2.0,10.0,82.0,0.0,0.0,4.0,12.0,58.0,169,3.0,5.0,1,24278.0,0,90.0,1.0,eF1Ye,False
168,other,Real Estate,25.0,0.0,24.0,66.0,4.0,0.0,3.27272727273,225.0,1154.0,647,3.0,21.0,1,51511.0,0,3000.0,1.0,xPTmy,False
169,EMPLOYER SOURCE,Retail,14.0,0.0,76.0,100.0,12.0,24.0,4.73529411765,,262.0,550,3.0,6.0,1,61445.0,0,125.0,11.0,487pr,False
170,ultiRecruit,Biotech & Pharmaceuticals,26.0,0.0,24.0,76.0,2.0,10.0,3.5,175.0,786.0,77,3.6,6.0,1,69850.0,0,350.0,3.0,olVTf,False
171,UNKNOWN,Advertising & Marketing,0.0,0.0,28.0,86.0,10.0,0.0,3.25,,178.0,57,2.8,14.0,1,69269.0,0,35.0,1.0,fpLWj,False
172,CustomCrawl,Manufacturing,190.0,6.0,598.0,2178.0,72.0,18.0,3.31674208145,747.0,4985.0,620,2.8,29.0,1,104360.0,0,16000.0,17.0,wd7HA,False
173,EMPLOYER SOURCE,Consumer Services,20.0,0.0,24.0,190.0,6.0,0.0,3.8,295.0,766.0,133,3.0,11.0,1,56401.0,1,3000.0,11.0,zY596,False
174,UNKNOWN,Travel & Tourism,0.0,0.0,14.0,52.0,2.0,0.0,4.25,,603.0,0,3.0,6.0,1,32188.0,0,7.0,4.0,SwQGT,False
175,iCIMS Master Feed,Information Technology,10.0,0.0,44.0,108.0,2.0,0.0,2.68421052632,233.0,978.0,279,3.4,28.0,1,96400.0,0,750.0,11.0,pIFOk,False
176,CustomCrawl,Business Services,3.0,,,,,,,,,537,2.9,8.0,1,24913.0,0,125.0,3.0,lIxTP,False
177,UNKNOWN,Computer Hardware & Software,0.0,0.0,6.0,26.0,2.0,0.0,5.0,10.0,543.0,122,3.2,8.0,1,65245.0,0,100.0,1.0,Dn7SN,False
178,tbe,Information Technology,55.0,0.0,34.0,598.0,0.0,18.0,4.06666666667,657.0,1649.0,547,2.5,9.0,1,85520.0,0,425.0,2.0,Lu9b2,True
179,iCIMS Master Feed,"Construction, Repair & Maintenance",24.0,0.0,88.0,122.0,10.0,16.0,2.575,63.0,821.0,435,1.0,6.0,1,36229.0,1,500.0,5.0,TpJOM,False
180,CustomCrawl,Health Care,87.0,4.0,16.0,98.0,2.0,0.0,3.71428571429,303.0,659.0,-156,3.5,9.0,1,84179.0,0,3000.0,,rukhA,False
181,UNKNOWN,Finance,0.0,0.0,8.0,28.0,0.0,4.0,5.0,3.0,139.0,0,2.0,5.0,1,44522.0,0,220.0,1.0,CbwQv,False
182,UNKNOWN,Computer Hardware & Software,0.0,0.0,10.0,26.0,2.0,0.0,1.8,17.0,164.0,445,,,0,52129.0,0,12.0,2.0,EVSNQ,False
183,Jobvite,Education,4.0,0.0,14.0,46.0,0.0,0.0,2.57142857143,121.0,411.0,0,,,0,38771.0,0,190.0,,8KPXV,False
184,EMPLOYER SOURCE,"Oil, Gas, Energy & Utilities",4.0,0.0,28.0,38.0,2.0,0.0,2.09090909091,,1581.0,860,1.1,2.0,1,41505.0,1,125.0,2.0,PQq7W,False
185,MyStaffingPro,Transportation & Logistics,17.0,0.0,42.0,114.0,4.0,0.0,1.94444444444,195.0,1537.0,502,2.5,16.0,1,55562.0,0,700.0,5.0,lkiNQ,False
186,CustomCrawl,Advertising & Marketing,8.0,0.0,8.0,14.0,0.0,0.0,4.66666666667,1.0,61.0,650,2.0,10.0,1,60000.0,0,125.0,1.0,2bX4R,False
187,other,Real Estate,17.0,0.0,46.0,38.0,0.0,0.0,2.70588235294,91.0,480.0,40,1.9,11.0,1,47494.0,0,300.0,1.0,6bbau,False
188,UNKNOWN,Government,0.0,0.0,170.0,332.0,32.0,0.0,3.47222222222,,627.0,229,2.6,25.0,1,40154.0,0,12000.0,1.0,4l1CS,False
189,EMPLOYER SOURCE,Business Services,1.0,0.0,6.0,48.0,0.0,0.0,5.0,,35.0,235,3.0,60.0,1,126667.0,0,16.0,,mjGJD,False
190,Jobvite,Computer Hardware & Software,6.0,0.0,16.0,52.0,0.0,0.0,4.5,101.0,377.0,126,2.8,10.0,1,121388.0,0,45.0,1.0,N8zbc,False
191,CustomCrawl,Finance,6.0,22.0,78.0,168.0,12.0,70.0,2.63333333333,111.0,2585.0,811,3.5,22.0,1,66689.0,0,468.0,1.0,Swwr3,False
192,CustomCrawl,Computer Hardware & Software,5.0,0.0,26.0,136.0,4.0,0.0,3.91666666667,109.0,411.0,651,3.5,20.0,1,83785.0,0,20.0,2.0,LGzd3,False
193,EMPLOYER SOURCE,Insurance,31.0,0.0,4.0,54.0,0.0,6.0,5.0,16.0,158.0,277,3.5,28.0,1,53222.0,0,3000.0,3.0,FQciN,True
194,CustomCrawl,Finance,4.0,0.0,106.0,164.0,18.0,2.0,3.61363636364,392.0,697.0,637,2.6,14.0,1,70260.0,0,350.0,2.0,2ntAI,False
195,EMPLOYER SOURCE,Business Services,1.0,0.0,0.0,2.0,0.0,0.0,,,6.0,-189,,,0,109466.0,0,19.0,1.0,v4AMo,False
196,iCIMS Master Feed,Health Care,53.0,0.0,8.0,46.0,0.0,0.0,2.66666666667,68.0,426.0,-190,,,0,58031.0,1,800.0,,TiO3v,False
197,UNKNOWN,Biotech & Pharmaceuticals,0.0,0.0,14.0,34.0,2.0,0.0,2.28571428571,,80.0,0,,,0,71356.0,0,80.0,,zzzL4,False
198,UNKNOWN,Business Services,0.0,0.0,6.0,30.0,2.0,0.0,3.33333333333,,60.0,128,,,0,42500.0,0,50.0,2.0,yEg92,False
199,UNKNOWN,Retail,0.0,0.0,34.0,62.0,12.0,0.0,2.64705882353,,648.0,-193,1.0,2.0,1,33004.0,0,75.0,1.0,r1Yoo,False
200,ultiRecruit,Business Services,10.0,14.0,102.0,220.0,56.0,64.0,4.375,248.0,2247.0,100,2.8,31.0,1,39670.0,0,750.0,3.0,mnrep,False
201,greenhouse,Advertising & Marketing,30.0,0.0,104.0,314.0,8.0,0.0,2.83673469388,,817.0,0,3.0,6.0,1,67862.0,1,800.0,1.0,DBxzv,False
202,iCIMS Master Feed,Business Services,9.0,4.0,114.0,410.0,10.0,0.0,3.88,153.0,3261.0,451,3.5,12.0,1,100500.0,0,350.0,4.0,0VYDR,False
203,CustomCrawl,Advertising & Marketing,79.0,0.0,458.0,6880.0,44.0,12.0,3.5076142132,,7607.0,712,2.5,23.0,1,131365.0,1,15000.0,44.0,yBfB1,False
204,UNKNOWN,Telecommunications,0.0,0.0,20.0,30.0,4.0,0.0,2.88888888889,4.0,331.0,343,1.9,13.0,1,22219.0,0,3000.0,,2OXSO,False
205,tbe,Accounting & Legal,5.0,2.0,34.0,54.0,2.0,2.0,2.52941176471,21.0,329.0,157,2.0,1.0,1,57450.0,0,125.0,1.0,ppmIS,False
206,CustomCrawl,Insurance,15.0,0.0,44.0,108.0,6.0,0.0,2.23529411765,81.0,605.0,-87,2.3,26.0,1,39795.0,0,400.0,1.0,8UZRh,False
207,CustomCrawl,Business Services,4.0,0.0,320.0,754.0,34.0,20.0,2.83211678832,2667.0,5089.0,0,1.7,5.0,1,33216.0,0,3000.0,2.0,h0JaE,True
208,CustomCrawl,Business Services,21.0,,,,,,,,,628,,,0,24340.0,0,500.0,1.0,JHrTt,False
209,other,Aerospace & Defense,11.0,0.0,74.0,234.0,4.0,24.0,2.78571428571,79.0,1193.0,433,2.8,66.0,1,112166.0,0,750.0,13.0,gJgMQ,False
210,CustomCrawl,Manufacturing,31.0,0.0,6.0,60.0,0.0,0.0,2.5,30.0,592.0,-1,4.0,28.0,1,94667.0,0,2030.0,,p7gmm,False
211,WorkforceNow,Finance,6.0,0.0,10.0,26.0,4.0,2.0,4.5,,829.0,0,2.4,12.0,1,39793.0,0,325.0,,VXCUH,False
212,CustomCrawl,Insurance,62.0,0.0,130.0,212.0,18.0,0.0,2.23214285714,128.0,2673.0,128,2.3,17.0,1,40570.0,0,3400.0,,7cUpR,False
213,CustomCrawl,Business Services,2.0,0.0,62.0,172.0,2.0,0.0,2.89285714286,253.0,686.0,0,2.7,11.0,1,63179.0,0,470.0,4.0,mMyz0,False
214,workDay,Manufacturing,50.0,0.0,78.0,132.0,10.0,4.0,3.11428571429,232.0,2578.0,571,3.0,47.0,1,77764.0,0,3000.0,43.0,hSNSD,False
215,EMPLOYER SOURCE,Business Services,37.0,0.0,8.0,28.0,0.0,0.0,3.0,,741.0,92,,,0,116287.0,0,125.0,1.0,yNmQx,True
216,UNKNOWN,Business Services,0.0,0.0,26.0,44.0,0.0,0.0,2.6,14.0,302.0,4,1.8,11.0,1,19452.0,0,70.0,1.0,WRfo1,True
217,other,Finance,41.0,0.0,18.0,44.0,6.0,0.0,5.0,63.0,1329.0,-86,3.2,16.0,1,108571.0,0,125.0,1.0,lHqFp,False
218,iCIMS Master Feed,Finance,33.0,24.0,96.0,156.0,12.0,20.0,4.09090909091,367.0,3191.0,982,2.7,14.0,1,69868.0,0,350.0,,Qx773,True
219,EMPLOYER SOURCE,Computer Hardware & Software,1.0,0.0,8.0,8.0,4.0,20.0,5.0,20.0,86.0,176,,,0,94447.0,0,38.0,4.0,gYspO,False
220,UNKNOWN,Business Services,0.0,0.0,42.0,74.0,4.0,0.0,2.47368421053,88.0,319.0,1046,3.0,25.0,1,70514.0,0,125.0,2.0,nlYXD,False
221,other,"Arts, Entertainment & Recreation",5.0,0.0,84.0,350.0,10.0,6.0,3.48571428571,39.0,466.0,1001,2.1,7.0,1,83790.0,0,125.0,7.0,XrKLQ,False
222,UNKNOWN,Computer Hardware & Software,0.0,0.0,18.0,24.0,12.0,0.0,2.125,,104.0,73,4.0,,0,101772.0,0,28.0,1.0,ZJjpt,False
223,CustomCrawl,Non-Profit,76.0,0.0,104.0,214.0,10.0,8.0,3.6511627907,239.0,1009.0,0,2.9,35.0,1,86296.0,0,426.0,2.0,KpM00,False
224,kenexaBrassRing,Manufacturing,185.0,6.0,890.0,3324.0,86.0,0.0,3.51092896175,1777.0,11274.0,34,2.7,21.0,1,190328.0,0,20900.0,39.0,0PVNt,False
225,UNKNOWN,Education,0.0,0.0,16.0,12.0,0.0,0.0,4.0,,29.0,81,1.0,18.0,1,86004.0,0,10.0,1.0,S6Tst,False
226,CustomCrawl,Government,10.0,0.0,114.0,384.0,12.0,0.0,3.33333333333,1055.0,3443.0,0,3.0,18.0,1,115273.0,1,7500.0,1.0,gteBR,True
227,MyStaffingPro,Finance,4.0,0.0,6.0,16.0,0.0,0.0,5.0,56.0,91.0,58,2.5,8.0,1,50322.0,0,110.0,1.0,rtelZ,False
228,CustomCrawl,Information Technology,289.0,8.0,568.0,2426.0,72.0,10.0,2.99126637555,1388.0,9143.0,392,2.8,26.0,1,175622.0,0,3400.0,13.0,mbWdt,True
229,Jobvite,Computer Hardware & Software,17.0,2.0,46.0,224.0,2.0,12.0,3.92857142857,492.0,2415.0,697,3.1,22.0,1,97211.0,0,350.0,14.0,zcWUV,False
230,WorkforceNow,Information Technology,7.0,2.0,14.0,64.0,0.0,0.0,4.33333333333,43.0,95.0,700,3.0,13.0,1,49884.0,0,125.0,1.0,L0U98,False
231,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,8.0,244.0,802.0,44.0,4.0,3.33333333333,75.0,4212.0,811,2.9,38.0,1,53726.0,0,38642.0,51.0,g4Yi0,False
232,iCIMS Master Feed,Advertising & Marketing,2.0,0.0,16.0,24.0,0.0,18.0,4.625,12.0,219.0,383,3.0,21.0,1,78188.0,0,4.0,,rEjps,False
233,CustomCrawl,Finance,4.0,16.0,22.0,192.0,18.0,20.0,4.66666666667,30.0,218.0,232,3.0,14.0,1,37699.0,0,125.0,3.0,pq2HW,False
234,app.theresumator.com,Business Services,1.0,0.0,30.0,42.0,6.0,0.0,2.57142857143,40.0,392.0,520,1.0,1.0,1,26259.0,0,38.0,3.0,QgNj3,False
235,UNKNOWN,Advertising & Marketing,0.0,0.0,80.0,148.0,8.0,0.0,3.8064516129,233.0,1333.0,885,3.3,18.0,1,139578.0,0,350.0,29.0,XMiGG,True
236,CustomCrawl,Retail,12.0,4.0,108.0,304.0,16.0,42.0,3.9512195122,12.0,3361.0,515,3.5,32.0,1,35524.0,0,500.0,2.0,edt3A,False
237,kenexaBrassRing,Retail,2.0,2.0,98.0,302.0,16.0,2.0,3.06976744186,330.0,2881.0,1047,3.1,10.0,1,77460.0,0,66000.0,10.0,RxPaY,False
238,UNKNOWN,Finance,0.0,0.0,18.0,22.0,2.0,0.0,4.25,,1011.0,270,2.0,1.0,1,48131.0,0,45.0,1.0,txUhe,False
239,CustomCrawl,Business Services,7.0,0.0,2.0,4.0,2.0,0.0,,20.0,413.0,283,2.8,3.0,1,22740.0,0,10.0,1.0,3AoA8,True
240,taleo,"Oil, Gas, Energy & Utilities",111.0,16.0,1096.0,4098.0,132.0,6.0,3.6270783848,4614.0,27320.0,688,2.8,40.0,1,72028.0,0,29188.0,14.0,jbACp,False
241,taleo,Information Technology,785.0,12.0,26036.0,210212.0,2540.0,560.0,3.50164282953,25148.0,258044.0,849,2.8,12.0,1,267998.0,0,221700.0,264.0,Hdm8X,False
242,icims,Health Care,31.0,4.0,24.0,160.0,2.0,16.0,3.63636363636,201.0,1315.0,462,3.0,21.0,1,69490.0,0,200.0,7.0,sePkD,False
243,UNKNOWN,Business Services,0.0,0.0,14.0,24.0,6.0,12.0,4.66666666667,231.0,183.0,161,3.0,30.0,1,29640.0,0,92.0,4.0,kbXGz,True
244,other,Retail,194.0,4.0,136.0,322.0,20.0,18.0,2.7962962963,33.0,1241.0,108,2.0,7.0,1,35291.0,0,900.0,9.0,HYHGc,False
245,EMPLOYER SOURCE,Insurance,70.0,0.0,256.0,580.0,36.0,2.0,3.56310679612,145.0,2805.0,-48,2.9,21.0,1,83892.0,0,3000.0,3.0,VuQda,True
246,iCIMS Master Feed,Manufacturing,11.0,0.0,42.0,106.0,6.0,10.0,3.125,68.0,289.0,549,2.5,10.0,1,69390.0,0,343.0,2.0,glWU7,False
247,CustomCrawl,Finance,6.0,4.0,10.0,18.0,4.0,0.0,5.0,185.0,192.0,199,1.0,3.0,1,70000.0,0,25.0,1.0,zkJr7,False
248,other,Information Technology,11.0,0.0,44.0,86.0,24.0,14.0,3.52941176471,678.0,1883.0,98,2.7,7.0,1,92979.0,1,350.0,1.0,IO06h,False
249,kenexaBrassRing,Manufacturing,84.0,0.0,96.0,264.0,6.0,10.0,3.175,772.0,2615.0,167,2.8,18.0,1,80715.0,0,15000.0,10.0,9IR8x,False
250,Jobvite,Information Technology,293.0,2.0,314.0,1604.0,70.0,18.0,4.04444444444,4020.0,26340.0,637,2.8,27.0,1,139528.0,0,3795.0,8.0,2t63A,True
251,CustomCrawl,Accounting & Legal,2.0,0.0,10.0,14.0,2.0,0.0,2.25,26.0,97.0,0,3.0,15.0,1,70200.0,0,92.0,,Xrurd,False
252,EMPLOYER SOURCE,Advertising & Marketing,10.0,4.0,66.0,104.0,24.0,14.0,3.04545454545,117.0,1881.0,934,2.9,9.0,1,525712.0,0,125.0,4.0,UfE3L,False
253,EMPLOYER SOURCE,Advertising & Marketing,7.0,0.0,82.0,154.0,18.0,2.0,3.21212121212,85.0,1071.0,510,1.9,10.0,1,66180.0,0,8.0,,Q3GP0,False
254,icims,Health Care,74.0,0.0,34.0,66.0,4.0,0.0,3.0,113.0,937.0,380,2.1,36.0,1,20885.0,0,3000.0,5.0,T9q2g,False
255,taleo,Information Technology,38.0,0.0,280.0,402.0,50.0,2.0,2.9375,855.0,6682.0,523,2.5,8.0,1,327607.0,0,3000.0,30.0,JQdnM,False
256,EMPLOYER SOURCE,Finance,370.0,24.0,2512.0,13276.0,212.0,40.0,3.3441084463,4893.0,52139.0,946,2.8,22.0,1,121615.0,0,16200.0,30.0,fZCEB,True
257,tbe,Business Services,17.0,,,,,,,,,0,1.8,90.0,1,75157.0,0,18.0,4.0,LOZI9,False
258,CustomCrawl,,7.0,0.0,0.0,8.0,0.0,0.0,,5.0,16.0,307,,,0,0.0,0,125.0,1.0,ksMPP,False
259,other,Manufacturing,37.0,4.0,392.0,1192.0,22.0,22.0,2.76666666667,571.0,4178.0,1084,2.8,24.0,1,69345.0,0,19000.0,4.0,4wBA6,False
260,EMPLOYER SOURCE,Advertising & Marketing,1.0,0.0,30.0,178.0,2.0,8.0,3.21428571429,,277.0,830,2.5,14.0,1,50608.0,0,42.0,1.0,1OLwA,False
261,CustomCrawl,Information Technology,6.0,12.0,56.0,122.0,24.0,24.0,4.8,294.0,2362.0,358,3.0,15.0,1,64868.0,0,25.0,12.0,mgfiS,False
262,CustomCrawl,Business Services,9.0,10.0,24.0,114.0,4.0,18.0,4.54545454545,313.0,701.0,970,3.0,12.0,1,44167.0,0,25.0,6.0,whRxQ,False
263,CustomCrawl,Business Services,10.0,0.0,14.0,26.0,4.0,0.0,1.85714285714,18.0,350.0,-341,,,0,70036.0,0,115.0,,5JXaa,False
264,app.theresumator.com,Information Technology,8.0,0.0,98.0,288.0,8.0,12.0,3.04761904762,95.0,967.0,848,2.2,15.0,1,50227.0,0,325.0,4.0,QmLJq,False
265,UNKNOWN,Education,0.0,0.0,2544.0,10248.0,274.0,74.0,3.74788334901,8084.0,19916.0,1037,2.5,27.0,1,58985.0,0,15000.0,18.0,d0YHf,False
266,Jobvite,Information Technology,135.0,6.0,512.0,2798.0,42.0,56.0,3.89743589744,4379.0,31271.0,1047,3.0,23.0,1,122114.0,0,3000.0,36.0,0zfFr,False
267,other,Education,43.0,0.0,56.0,90.0,4.0,30.0,3.04347826087,156.0,602.0,716,3.0,15.0,1,44225.0,0,125.0,22.0,wGm5i,False
268,UNKNOWN,Computer Hardware & Software,0.0,0.0,56.0,88.0,4.0,0.0,3.0,,320.0,120,2.0,8.0,1,61882.0,0,160.0,1.0,wBET6,False
269,UNKNOWN,,0.0,0.0,4.0,6.0,4.0,0.0,1.0,,0.0,0,1.0,1.0,1,18720.0,0,25.0,,6vSAY,False
270,UNKNOWN,"Restaurants, Bars & Food Services",0.0,0.0,64.0,120.0,8.0,2.0,3.12,,186.0,0,2.3,5.0,1,36394.0,1,294.0,2.0,Ci32e,False
271,other,Biotech & Pharmaceuticals,10.0,2.0,26.0,46.0,6.0,2.0,3.23076923077,153.0,827.0,495,2.3,20.0,1,76849.0,0,1182.0,,YK1o4,False
272,UNKNOWN,Education,0.0,0.0,34.0,44.0,12.0,0.0,2.69230769231,,62.0,276,2.4,1.0,1,37448.0,0,20.0,1.0,3KUhh,False
273,other,Business Services,68.0,0.0,52.0,92.0,14.0,10.0,3.52380952381,305.0,1579.0,281,2.4,20.0,1,72135.0,0,750.0,2.0,Zo8RK,False
274,UNKNOWN,Manufacturing,0.0,0.0,114.0,460.0,6.0,0.0,3.0,,1813.0,0,2.3,26.0,1,82904.0,0,9816.0,2.0,ow7BV,False
275,CustomCrawl,Accounting & Legal,9.0,0.0,16.0,36.0,2.0,0.0,2.875,45.0,406.0,78,3.0,21.0,1,117622.0,0,300.0,2.0,FY1Dn,False
276,UNKNOWN,Business Services,0.0,0.0,44.0,58.0,8.0,0.0,3.33333333333,61.0,1064.0,-67,2.8,12.0,1,692000.0,0,100.0,1.0,3fc3k,False
277,kenexaBrassRing,Retail,223.0,0.0,552.0,1282.0,52.0,2.0,2.61538461538,668.0,5131.0,532,1.8,10.0,1,34896.0,1,5200.0,3.0,IGxv9,False
278,CustomCrawl,Education,66.0,2.0,96.0,192.0,20.0,0.0,3.35,398.0,991.0,254,2.7,29.0,1,44495.0,0,350.0,3.0,7CV9X,False
279,CustomCrawl,Accounting & Legal,3.0,0.0,24.0,86.0,2.0,0.0,3.58333333333,105.0,678.0,-53,3.0,9.0,1,81693.0,0,350.0,6.0,NL2Vp,False
280,UNKNOWN,Media,0.0,0.0,76.0,230.0,12.0,2.0,2.66666666667,36.0,470.0,998,2.1,15.0,1,54106.0,0,350.0,,xehB0,False
281,greenhouse,Advertising & Marketing,13.0,0.0,14.0,42.0,6.0,10.0,5.0,,669.0,239,3.5,19.0,1,97500.0,0,125.0,3.0,3nmyn,False
282,ApplicantPro,Advertising & Marketing,13.0,0.0,0.0,198.0,0.0,0.0,,38.0,84.0,55,,,0,73280.0,0,100.0,,RnZOM,False
283,taleo,Manufacturing,80.0,0.0,378.0,1006.0,22.0,22.0,2.76363636364,346.0,5661.0,927,2.5,25.0,1,90426.0,0,15000.0,9.0,vKDoF,False
284,other,Retail,8.0,4.0,54.0,94.0,6.0,24.0,3.47826086957,7.0,369.0,612,2.2,4.0,1,31746.0,0,325.0,2.0,IAeX4,False
285,EMPLOYER SOURCE,"Oil, Gas, Energy & Utilities",34.0,0.0,16.0,74.0,6.0,26.0,3.75,141.0,762.0,212,2.4,20.0,1,59013.0,0,350.0,3.0,7tvXc,False
286,UNKNOWN,Computer Hardware & Software,0.0,0.0,12.0,52.0,0.0,0.0,2.0,,163.0,0,3.5,4.0,1,187250.0,0,154.0,,ufade,False
287,EMPLOYER SOURCE,Education,4.0,6.0,52.0,76.0,16.0,20.0,2.12,41.0,262.0,330,3.0,4.0,1,37273.0,0,205.0,2.0,GiqQe,False
288,UNKNOWN,Computer Hardware & Software,0.0,0.0,6.0,18.0,2.0,0.0,3.33333333333,,146.0,129,,,0,78031.0,0,84.0,3.0,j60JA,False
289,iCIMS Master Feed,Retail,228.0,0.0,100.0,172.0,8.0,4.0,2.87234042553,548.0,1441.0,-75,3.0,15.0,1,46492.0,0,850.0,1.0,1VMzP,False
290,UNKNOWN,Non-Profit,0.0,0.0,12.0,34.0,6.0,4.0,2.0,,59.0,48,4.0,14.0,1,54036.0,0,750.0,2.0,lnmEY,False
291,EMPLOYER SOURCE,Manufacturing,2.0,0.0,32.0,64.0,2.0,20.0,4.16666666667,7.0,423.0,893,2.2,35.0,1,61647.0,0,300.0,3.0,9sGfD,False
292,UNKNOWN,Advertising & Marketing,0.0,0.0,46.0,72.0,6.0,0.0,3.11111111111,,636.0,377,2.8,7.0,1,43594.0,0,90.0,1.0,pXs6f,False
293,taleo,Manufacturing,143.0,22.0,954.0,2044.0,80.0,2.0,3.28398791541,624.0,11427.0,977,3.0,34.0,1,80129.0,0,9500.0,1.0,GdHrK,False
294,CustomCrawl,Finance,11.0,0.0,30.0,90.0,8.0,0.0,3.5,164.0,776.0,0,3.0,44.0,1,83396.0,0,150.0,2.0,GWv6C,False
295,UNKNOWN,"Restaurants, Bars & Food Services",0.0,0.0,96.0,406.0,14.0,0.0,2.69047619048,113.0,585.0,0,1.6,5.0,1,46210.0,1,6000.0,5.0,19W0Q,False
296,UNKNOWN,Information Technology,0.0,0.0,170.0,378.0,24.0,16.0,2.67105263158,88.0,2472.0,924,2.7,12.0,1,186109.0,0,350.0,2.0,qNuDy,False
297,UNKNOWN,,0.0,,,,,,,,,0,2.6,5.0,1,31214.0,1,100.0,3.0,MHnZg,False
298,ultiRecruit,Business Services,124.0,0.0,74.0,224.0,30.0,0.0,2.8,1.0,2329.0,104,2.8,21.0,1,84933.0,0,750.0,1.0,KL478,True
299,EMPLOYER SOURCE,Finance,4.0,0.0,18.0,32.0,16.0,0.0,4.42857142857,37.0,1028.0,157,2.6,7.0,1,45369.0,0,350.0,3.0,7clah,True
300,UNKNOWN,Real Estate,0.0,2.0,28.0,30.0,10.0,2.0,4.3,107.0,854.0,130,2.7,3.0,1,32520.0,0,14.0,2.0,r9bnB,False
301,ApplicantPro,Business Services,13.0,0.0,38.0,68.0,14.0,10.0,3.25,258.0,635.0,377,2.6,6.0,1,28355.0,0,750.0,3.0,ljjUu,False
302,UNKNOWN,Computer Hardware & Software,0.0,6.0,78.0,164.0,12.0,30.0,2.55172413793,44.0,1164.0,888,1.8,9.0,1,82588.0,0,350.0,2.0,gQbhk,True
303,other,Retail,31.0,0.0,286.0,692.0,50.0,0.0,2.66949152542,625.0,4210.0,222,2.0,9.0,1,111071.0,0,3000.0,13.0,JCJH1,False
304,EMPLOYER SOURCE,Advertising & Marketing,4.0,0.0,110.0,186.0,40.0,4.0,3.0,301.0,679.0,560,2.0,5.0,1,31511.0,0,350.0,1.0,GslPP,False
305,other,"Oil, Gas, Energy & Utilities",26.0,2.0,150.0,258.0,46.0,34.0,3.80327868852,123.0,2560.0,445,2.8,20.0,1,55027.0,0,350.0,3.0,pGl54,True
306,UNKNOWN,Finance,0.0,2.0,14.0,36.0,0.0,0.0,4.0,69.0,267.0,198,1.0,3.0,1,44218.0,0,600.0,,zJtp7,False
307,iCIMS Master Feed,Health Care,114.0,0.0,10.0,54.0,4.0,0.0,5.0,1430.0,1182.0,370,2.8,17.0,1,82509.0,0,350.0,,thDhi,True
308,tbe,Information Technology,27.0,0.0,46.0,96.0,4.0,0.0,3.23529411765,69.0,712.0,467,3.0,27.0,1,95759.0,0,350.0,2.0,PqeV8,True
309,tbe,Manufacturing,71.0,0.0,24.0,222.0,2.0,6.0,2.9,926.0,1358.0,462,2.5,34.0,1,89097.0,0,3000.0,15.0,LKvTf,False
310,iCIMS Master Feed,"Arts, Entertainment & Recreation",3.0,0.0,146.0,9926.0,20.0,0.0,2.93442622951,24.0,2795.0,743,2.5,10.0,1,75003.0,0,547.0,2.0,gpHo0,False
311,taleo,Retail,159.0,0.0,240.0,788.0,32.0,0.0,2.86734693878,1151.0,4897.0,192,2.4,17.0,1,61017.0,1,15000.0,9.0,pQPkE,False
312,greenhouse,Computer Hardware & Software,10.0,0.0,12.0,22.0,8.0,0.0,5.0,103.0,1110.0,-67,2.9,11.0,1,85220.0,0,38.0,,Ys7gf,False
313,UNKNOWN,Business Services,0.0,0.0,38.0,54.0,0.0,20.0,2.82352941176,,566.0,577,3.0,3.0,1,28212.0,0,55.0,13.0,ZWUVo,False
314,UNKNOWN,Retail,0.0,,,,,,,,,1289,2.2,14.0,1,35220.0,0,81000.0,42.0,fVxM0,False
